"ITTER107","Territory","TIPO_DATO_FOL","Data type","SEXISTAT1","Gender","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",4281.708,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",4264.285,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",102.401,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",101.765,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",309.345,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",304.492,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",15.295,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",18.174,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",199.495,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",200.792,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",78.112,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",77.78,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",704.649,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",703.002,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",147.162,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",145.174,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",250.696,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",250.742,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",12.806,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",12.764,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",220.134,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",216.197,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",110.422,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",114.334,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",741.22,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",739.212,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",249.563,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",246.939,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",560.041,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",555.233,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",28.101,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",30.938,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",419.629,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",416.989,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",188.533,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",192.115,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",1445.869,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",1442.214,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",35.464,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",34.529,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",412.32,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",403.943,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",115.163,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",125.985,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",380.485,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",370.253,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",195.589,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",197.609,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",1139.022,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",1132.32,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",41.335,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",43.489,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",356.131,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",353.274,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",111.121,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",97.423,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",402.397,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",400.592,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",248.065,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",254.81,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",1159.05,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",1149.587,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",76.8,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",78.018,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",768.452,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",757.216,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",226.284,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",223.408,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",782.882,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",770.845,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",443.655,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",452.42,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",2298.072,,
"ITC1","Piemonte","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",2281.907,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",1.176,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",1.282,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",13.154,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",13.087,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",2.641,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",2.601,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",11.448,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",11.266,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",4.663,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",4.71,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",33.082,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",32.947,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",1.009,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",1.062,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",10.276,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",10.267,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",2.477,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",2.522,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",11.983,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",11.863,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",8.001,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",7.832,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",33.746,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",33.546,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",2.185,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",2.344,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",23.43,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",23.354,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",5.118,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",5.123,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",23.431,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",23.129,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",12.664,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",12.543,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",66.828,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",66.493,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",11.243,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",9.224,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",121.024,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",120.009,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",34.481,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",28.508,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",152.82,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",160.876,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",73.765,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",72.077,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",393.333,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",390.694,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",12.569,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",11.408,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",107.474,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",107.019,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",27.562,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",24.838,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",155.645,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",157.958,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",102.048,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",100.962,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",405.298,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",402.185,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",23.812,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",20.632,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",228.499,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",227.028,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",62.042,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",53.347,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",308.464,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",318.834,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",175.813,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",173.038,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",798.63,,
"ITC3","Liguria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",792.879,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",96.634,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",80.712,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",969.698,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",960.622,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",249.52,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",254.496,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",914.658,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",925.202,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",499.147,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",512.394,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",2729.657,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",2733.425,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",81.562,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",76.59,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",807.128,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",783.927,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",298.791,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",313.126,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",881.156,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",876.703,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",649.475,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",668.473,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",2718.112,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",2718.82,,
